,mfcc_mean,chroma_mean,spectral_contrast_mean,mfcc,chroma,spectral_contrast,tempo,label
285,"[-136.43553      95.635284    -10.128924     11.49768       9.15528
    5.552278      0.43703616   11.362531      1.17112      10.390272
    3.4389346     3.9368196     3.805385      3.1387024     2.2190654
    6.435901      5.0923653     5.8807683     0.2333477    -0.5059128 ]","[0.321381   0.31058064 0.44224763 0.4086156  0.40553814 0.41636235
 0.3646082  0.4467003  0.38062292 0.4935516  0.6318686  0.43375438]","[21.83437846 15.41190019 19.23436832 20.11349488 22.43421819 26.69639443
 48.33615646]","[[-489.85608   -489.85608   -489.85608   ... -483.63824   -489.85608
  -489.85608  ]
 [   0.           0.           0.        ...    7.4944706    0.
     0.       ]
 [   0.           0.           0.        ...    4.351656     0.
     0.       ]
 ...
 [   0.           0.           0.        ...   -5.8396544    0.
     0.       ]
 [   0.           0.           0.        ...   -4.3312554    0.
     0.       ]
 [   0.           0.           0.        ...   -1.315785     0.
     0.       ]]","[[0.7356327  0.9244254  0.8785635  ... 0.07960302 0.1140741  1.        ]
 [0.6985809  0.90147257 1.         ... 0.11994894 0.16928323 0.8097374 ]
 [0.72455615 0.8549936  0.8844037  ... 0.45503914 0.5392625  0.6827708 ]
 ...
 [0.38469175 0.36983532 0.34378567 ... 0.3425329  0.6174566  0.5232999 ]
 [0.4437203  0.45296142 0.47684053 ... 0.8068035  1.         0.52272373]
 [0.6077072  0.68096495 0.69299835 ... 0.53411466 0.5616108  0.86097604]]","[[15.85928961 25.02011272 27.54972855 ... 16.70102668 13.92151555
  14.15341879]
 [ 7.4624451  13.08561006 12.95696569 ... 17.07345712 12.00260672
   6.69155148]
 [10.6782955  16.38535285 15.85876973 ... 15.57702555  9.33814932
   9.79089758]
 ...
 [14.54964755 11.94932484 14.24598854 ... 21.99190024 17.99113377
  12.84670761]
 [13.74436734 15.6826351  14.813587   ... 21.89266871 14.78285742
  13.30129027]
 [16.94791286 20.77833792 36.5936713  ... 37.41157714 27.32804432
  22.35447673]]",117.45383522727273,0
286,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708 -1131.3708]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]",117.45383522727273,0
287,"[-79.544174    90.942635     1.3958493   24.720655     8.534483
   8.740489    -2.6787927   10.058546    -7.7019615    7.2467937
  -3.5567033    8.069633     3.4683046   -5.1490965   -5.343414
   6.9042354   -1.3873011    1.2852737    0.36114386   1.5045094 ]","[0.39842972 0.41510603 0.50751525 0.5045952  0.6552728  0.5616559
 0.47451285 0.4206171  0.33873287 0.322389   0.32237926 0.45131382]","[22.32081096 14.76553981 18.61022037 19.92849378 20.84268738 22.65977194
 48.48171045]","[[-4.5338617e+02 -4.5338617e+02 -4.5338617e+02 ... -4.5224307e+02
  -4.5338617e+02 -4.5338617e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.4280317e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  9.1938204e-01
   0.0000000e+00  0.0000000e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  3.4295681e-01
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  8.8181472e-01
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.3025899e+00
   0.0000000e+00  0.0000000e+00]]","[[0.8040605  0.9294195  0.8484545  ... 0.05972515 0.10597409 0.88870984]
 [0.7736919  0.9778938  1.         ... 0.13329908 0.14937808 0.8817962 ]
 [0.7816468  0.9146777  0.9397056  ... 0.09406655 0.17286053 0.7986533 ]
 ...
 [0.44239497 0.4181088  0.34216398 ... 0.2793168  0.19116727 0.48849702]
 [0.4759914  0.45090362 0.43680567 ... 0.17311297 0.21949315 0.6020833 ]
 [0.6006898  0.64868206 0.6462816  ... 0.1189259  0.19032407 0.66487837]]","[[15.85928961 25.02011272 27.54972855 ... 14.3952234   5.23090634
  15.49316522]
 [ 7.4624451  13.08561006 12.95696569 ... 13.22334316  5.80851071
   6.07181705]
 [10.6782955  16.38535285 15.85876973 ... 18.53348189 11.68487259
  12.4245545 ]
 ...
 [14.54964755 11.94932484 14.24598854 ... 28.93741251 22.03787435
  14.96329058]
 [13.74436734 15.6826351  14.813587   ... 26.6231097  20.38091998
  12.67165082]
 [16.94791286 20.77833792 35.03874552 ... 36.43737606 21.57620358
  16.25217412]]",151.99908088235293,0
288,"[-31.876574  -24.76306   -58.57658   -13.808258  -49.031273   16.38102
  44.855865   -9.167843   10.528688  -14.242277   -2.9542031 -10.458614
   9.406799   -5.214477   -2.0061693  13.13168    -6.5037603   5.212945
   6.136072  -10.334728 ]","[0.40934068 0.21835108 0.2806685  0.4017491  0.39970666 0.17669736
 0.06817573 0.06394157 0.16065894 0.75763965 0.6148948  1.        ]","[ 0.08688613  0.57894696  6.62446093  6.13417784  3.72819806 14.69446767
 52.99268754]","[[-31.876574 ]
 [-24.76306  ]
 [-58.57658  ]
 [-13.808258 ]
 [-49.031273 ]
 [ 16.38102  ]
 [ 44.855865 ]
 [ -9.167843 ]
 [ 10.528688 ]
 [-14.242277 ]
 [ -2.9542031]
 [-10.458614 ]
 [  9.406799 ]
 [ -5.214477 ]
 [ -2.0061693]
 [ 13.13168  ]
 [ -6.5037603]
 [  5.212945 ]
 [  6.136072 ]
 [-10.334728 ]]","[[0.40934068]
 [0.21835108]
 [0.2806685 ]
 [0.4017491 ]
 [0.39970666]
 [0.17669736]
 [0.06817573]
 [0.06394157]
 [0.16065894]
 [0.75763965]
 [0.6148948 ]
 [1.        ]]","[[ 0.08688613]
 [ 0.57894696]
 [ 6.62446093]
 [ 6.13417784]
 [ 3.72819806]
 [14.69446767]
 [52.99268754]]",117.45383522727273,0
289,"[-76.70116     77.53462      9.824703    12.7222805   10.807686
   6.5875616   -4.5095854   17.644775    -2.4578137    2.8312695
   0.94531316   6.613348     3.6646597    3.9183853   -0.37342152
   7.1340566   -2.7844799    3.8335073    3.5420904    0.5586634 ]","[0.4228332  0.47117868 0.40456817 0.45515472 0.4388034  0.3340949
 0.38068298 0.36752483 0.52028066 0.48888183 0.44842425 0.47573906]","[20.68352256 15.42010375 19.65909902 21.5415934  22.79647627 23.36177014
 47.76867069]","[[-455.57053   -455.57053   -455.57053   ... -448.6234    -452.67902
  -455.57053  ]
 [   0.           0.           0.        ...    9.80991      4.085065
     0.       ]
 [   0.           0.           0.        ...    9.765591     4.072703
     0.       ]
 ...
 [   0.           0.           0.        ...    6.4117546    3.008099
     0.       ]
 [   0.           0.           0.        ...    6.094549     2.8914833
     0.       ]
 [   0.           0.           0.        ...    5.7769055    2.771347
     0.       ]]","[[0.80110276 0.9292425  0.8499614  ... 0.5721668  0.84683543 0.5455929 ]
 [0.76987827 0.974259   1.         ... 0.56527317 0.7983353  0.487294  ]
 [0.7781929  0.9116125  0.9376452  ... 0.6348422  0.7515797  0.4020419 ]
 ...
 [0.43995112 0.4157773  0.34208453 ... 0.94657284 1.         0.9081598 ]
 [0.47443122 0.450657   0.4383288  ... 0.7914836  0.9635995  1.        ]
 [0.59993786 0.6494365  0.64819884 ... 0.6391275  0.8995013  0.8452635 ]]","[[15.85928961 25.02011272 27.54972855 ... 18.64601342 10.58429379
   9.73951269]
 [ 7.4624451  13.08561006 12.95696569 ...  5.12654525  3.45112085
   7.33301531]
 [10.6782955  16.38535285 15.85876973 ...  4.09720185  3.1684881
  10.13383538]
 ...
 [14.54964755 11.94932484 14.24598854 ... 11.90182881  9.11734407
  13.72831098]
 [13.74436734 15.6826351  14.813587   ... 18.81221687 16.95250652
  11.81016721]
 [16.94791286 20.77833792 34.53741623 ... 42.4572075  21.92967897
  16.74811282]]",123.046875,0
290,"[-66.171394    76.88959     -2.868919    11.206425    -4.8971057
  16.119928    -2.7818327   14.072698     0.64274037   7.655288
   3.2279115    5.7279844    2.4210215    5.2852263    0.30367336
   3.3113842   -3.8720639    3.3352265    2.788343     2.6482596 ]","[0.37856108 0.44933966 0.509484   0.43645072 0.46146595 0.43729645
 0.46612424 0.41403428 0.38097137 0.45913878 0.3684069  0.38452953]","[20.46133939 14.32289179 18.64997322 20.16607613 23.1944894  24.09645755
 50.43126106]","[[-462.04895 -462.04895 -462.04895 ... -462.04895 -462.04895 -462.04895]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.7861147  0.92766434 0.85715365 ... 0.85706466 0.8988293  0.919665  ]
 [0.75125325 0.95604587 1.         ... 1.         0.9469179  0.8168797 ]
 [0.7615684  0.8964579  0.92759866 ... 0.9277151  1.         1.        ]
 ...
 [0.42772147 0.40445858 0.34188735 ... 0.34157288 0.35301256 0.37409973]
 [0.46629766 0.4492618  0.4460975  ... 0.44605908 0.42746407 0.5148079 ]
 [0.5968597  0.6531915  0.6577406  ... 0.6578631  0.67725164 0.71377635]]","[[15.85928961 25.02011272 27.54972855 ... 28.03816628 18.84961794
  13.90207526]
 [ 7.4624451  13.08561006 12.95696569 ... 14.48000719  9.10103266
   7.27753369]
 [10.6782955  16.38535285 15.85876973 ... 16.2179274  14.790862
  14.53674712]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01920016 16.20769349
  11.25884816]
 [13.74436734 15.6826351  14.813587   ... 14.47344505 13.64315543
  12.60621904]
 [16.94791286 20.77833792 34.51027919 ... 34.51019312 21.38771285
  17.25114042]]",123.046875,0
291,"[-202.97952     102.48865      17.131899     23.683228      3.7083573
   10.4134865    -2.5030608    10.936015      1.0496515     8.727039
    1.6380829    11.166213      0.87811434    3.2485435     2.0423858
    4.436376     -2.0641193     8.71424       2.2992887     0.22424771]","[0.3810037  0.32670084 0.34140766 0.443277   0.42527318 0.41572744
 0.43560958 0.4658538  0.57939214 0.43105972 0.38184237 0.36358687]","[22.81638388 16.06422299 20.96204247 21.8915917  24.04994523 27.03032269
 50.61293552]","[[-505.64444 -505.64444 -505.64444 ... -505.64444 -505.64444 -505.64444]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.7579249  0.92343104 0.86891544 ... 0.89580756 0.87732506 0.79201776]
 [0.71936125 0.9233385  1.         ... 0.9158401  0.96196854 0.9771168 ]
 [0.73530865 0.87021095 0.9075619  ... 1.         1.         1.        ]
 ...
 [0.40449312 0.38453007 0.34223437 ... 0.30508316 0.2525003  0.2930142 ]
 [0.45140645 0.44766986 0.4614042  ... 0.37718222 0.26907694 0.27934536]
 [0.59622353 0.6625131  0.6756897  ... 0.85212046 0.7026675  0.59402895]]","[[15.85928961 25.02011272 27.54972855 ... 25.51640953 28.10878119
  15.36933844]
 [ 7.4624451  13.08561006 12.95696569 ... 11.81558293 10.25023125
   5.424324  ]
 [10.6782955  16.38535285 15.85876973 ... 11.69119227 15.51189656
   8.55207832]
 ...
 [14.54964755 11.94932484 14.24598854 ... 10.79341633 16.2531578
  15.11394599]
 [13.74436734 15.6826351  14.813587   ... 11.77557554 15.10354759
  13.73755189]
 [16.94791286 20.77833792 37.79409122 ... 37.60246962 21.8159319
  17.58405683]]",112.34714673913044,0
292,"[-146.10725      93.811356     10.103298     15.267207      6.9439297
   -0.49241155    2.5857487     6.273695     -1.7871093    11.590842
    1.0851465     7.7800593     0.6319175     2.2789469     0.7384247
    5.061645     -1.1823608     5.602423     -2.5162148     1.6619192 ]","[0.50631154 0.57739943 0.51498246 0.5078412  0.4155233  0.4223515
 0.45520705 0.33972305 0.4060929  0.3987306  0.48633638 0.4810861 ]","[22.66431511 16.94583153 18.92584143 20.34350483 23.27526063 26.44961617
 47.4970809 ]","[[-495.04706 -495.04706 -495.04706 ... -495.04706 -495.04706 -495.04706]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.83601713 0.91034794 0.8303493  ... 0.9136184  0.8725661  0.8343045 ]
 [0.81872255 1.         1.         ... 0.92186487 1.         0.97859675]
 [0.82245564 0.93258363 0.96717995 ... 1.         0.9328621  1.        ]
 ...
 [0.47098747 0.43914944 0.3444365  ... 0.39089736 0.43915242 0.47902197]
 [0.49025628 0.4434311  0.42042178 ... 0.44155464 0.44087327 0.57947063]
 [0.61061025 0.62687236 0.6242519  ... 0.6903343  0.64541197 0.70649827]]","[[15.85928961 25.02011272 27.54972855 ... 28.47157501 24.19356199
  18.42641117]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89262067  9.13217552
   4.95791491]
 [10.6782955  16.38535285 15.85876973 ... 13.05539575 12.12204681
  12.78164866]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67967828 11.17119449
  14.57985097]
 [13.74436734 15.6826351  14.813587   ... 11.95542589 14.44755771
  15.07046779]
 [16.94791286 20.77833792 37.2545668  ... 36.85785885 22.47947148
  17.40304063]]",99.38401442307692,0
293,"[-8.5163635e+01  7.7956177e+01 -1.3129646e+01  8.1345892e+00
 -1.7997223e+00  4.8280239e+00 -9.5639944e+00  4.5236865e-01
 -7.3095117e+00  3.5133338e+00 -7.1291067e-02  1.0678109e+00
 -5.5738440e+00 -1.4749001e+00 -5.4974790e+00  3.4676111e+00
 -1.8278829e+00 -2.5108069e-01 -1.7336798e+00 -1.0597448e+00]","[0.40145716 0.48801973 0.4492788  0.36654133 0.3504642  0.39476445
 0.57994825 0.40006983 0.3868199  0.43082657 0.36079064 0.389015  ]","[23.67339893 16.11423022 19.74094512 19.35047469 21.01463449 22.42523263
 48.13424558]","[[-4.6478952e+02 -4.6478952e+02 -4.6478952e+02 ... -1.1434075e+02
  -2.2554077e+02 -4.5538065e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  4.3386406e+01
   4.5990906e+01  1.2355454e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.9019890e+01
  -3.7973007e+01  1.0687034e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  5.2400289e+00
  -1.9846585e+00 -3.9091399e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  9.2142069e-01
   3.8792195e+00  1.2441247e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  6.3522439e+00
   1.6939824e+00  2.9227607e+00]]","[[0.79512775 0.928736   0.8529164  ... 0.8532975  0.49517775 1.        ]
 [0.76231664 0.96695346 1.         ... 0.68051153 0.5325663  0.8587822 ]
 [0.7713856  0.9054934  0.93358517 ... 1.         0.96357316 0.57161593]
 ...
 [0.435054   0.4111756  0.34196794 ... 0.77719915 0.63661593 0.39253157]
 [0.47122255 0.45011774 0.44141367 ... 0.95126677 0.62145734 0.61589444]
 [0.59855324 0.6509295  0.65203273 ... 0.89185023 0.50336593 0.8159623 ]]","[[15.85928961 25.02011272 27.54972855 ... 15.25424713 10.89009644
   9.58872109]
 [ 7.4624451  13.08561006 12.95696569 ... 10.92358714  9.79058222
  14.7564029 ]
 [10.6782955  16.38535285 15.85876973 ...  9.26531813 10.91014536
  19.50512911]
 ...
 [14.54964755 11.94932484 14.24598854 ... 12.01397228 16.92540689
  13.88373898]
 [13.74436734 15.6826351  14.813587   ... 14.85418773 19.01681893
  15.76982423]
 [16.94791286 20.77833792 37.51250969 ... 50.37816899 35.67921748
  22.25048982]]",129.19921875,0
294,"[-144.65303      95.60663       0.27016884   17.981766     10.85959
   11.860175      6.70279      10.247395      2.407225      5.2876105
    2.7332168     5.587206     -0.44114304    6.770539      1.0283237
    3.6375384    -3.7040863     2.4722462    -1.1167151     1.4735502 ]","[0.47780493 0.37883195 0.43646175 0.45360464 0.37114316 0.41125616
 0.38037696 0.5441422  0.51191163 0.46521452 0.47907263 0.43614385]","[22.93500135 15.45432998 18.45215704 18.35753661 21.04317681 23.0408808
 47.8427395 ]","[[-435.38834 -435.38834 -435.38834 ... -435.38834 -435.38834 -435.38834]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.7981228  0.9289717  0.8561511  ... 0.90849406 0.91043955 0.8672232 ]
 [0.7660838  0.9705893  1.         ... 0.91494375 1.         1.        ]
 [0.77476954 0.90855193 0.9303777  ... 0.98985076 0.92780054 0.99021703]
 ...
 [0.4375035  0.41347054 0.34342405 ... 0.37762782 0.41812295 0.47397688]
 [0.47283947 0.4504022  0.44551954 ... 0.4588473  0.46135744 0.60531074]
 [0.59922373 0.6501707  0.6474449  ... 0.72537124 0.68394    0.71846795]]","[[15.85928961 25.01785036 26.70818315 ... 28.47158222 24.19355475
  18.42641482]
 [ 7.4624451  12.8508466  11.10505424 ...  6.89260438  9.13216118
   4.95791783]
 [10.67829595 16.64984688  9.24377232 ... 13.05538247 12.12204645
  12.78164507]
 ...
 [14.54964755 11.96001278 14.98477409 ... 14.67967966 11.17119355
  14.57984431]
 [13.74436734 15.75658848 14.45595821 ... 11.95542624 14.4475603
  15.07046452]
 [16.94791286 20.7767108  34.75884954 ... 34.43274778 22.47949315
  17.40305113]]",103.359375,0
295,"[-149.66574      92.03085       8.045721     22.720486      9.533466
    9.607052     -5.1670017    12.483352     -3.3759134    10.284275
    5.438814      5.9148974     4.6994395     7.0143533     1.3639526
    5.6347146    -0.6267839     4.810842     -0.23659779    2.8865166 ]","[0.48132655 0.52320343 0.40286446 0.41644853 0.35365117 0.4309069
 0.42883554 0.33797905 0.40670422 0.41677484 0.5564507  0.48897249]","[23.69166185 16.21034323 20.53748639 20.75876527 22.03331494 23.31905839
 48.53357496]","[[-525.20233 -525.20233 -525.20233 ... -525.20233 -525.20233 -525.20233]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.8040605  0.9294195  0.8484545  ... 0.97859484 0.89200014 0.85837704]
 [0.7736919  0.9778938  1.         ... 0.90992755 1.         1.        ]
 [0.7816468  0.9146777  0.9397056  ... 1.         0.9296619  0.993724  ]
 ...
 [0.44239497 0.4181088  0.34216398 ... 0.3276518  0.39939308 0.47320414]
 [0.4759914  0.45090362 0.43680567 ... 0.4243637  0.43743393 0.60061604]
 [0.6006898  0.64868206 0.6462816  ... 0.77502847 0.69556266 0.720794  ]]","[[15.85928961 25.02011272 27.54972855 ... 29.4935579  31.31326994
  18.4474018 ]
 [ 7.4624451  13.08561006 12.95696569 ...  9.93820714 11.23949115
   4.91997807]
 [10.6782955  16.38535285 15.85876973 ...  9.53385668 14.0859849
  10.9447161 ]
 ...
 [14.54964755 11.94932484 14.24598854 ... 16.07982887 13.82742013
  13.18447146]
 [13.74436734 15.6826351  14.813587   ... 14.20636887 13.07508305
  13.17491956]
 [16.94791286 20.77833792 37.53481414 ... 37.23416959 22.20870596
  17.58762633]]",117.45383522727273,0
296,"[-110.65227     74.590866     5.0053754   14.720092    22.46614
   24.573055    -2.0902398   11.769009     2.7589667    6.5824084
   -1.7351862    8.911043    -1.3349754    5.64233      4.225243
    7.4511456   -1.8891741   -4.938822     2.6828604   10.4466305]","[0.41719937 0.5896526  0.47181112 0.44569883 0.4573794  0.52119404
 0.6830686  0.51540715 0.5511635  0.5880996  0.47236577 0.37738642]","[24.18204769 15.11556064 18.65583652 19.93148785 22.52049598 19.97684623
 48.61983592]","[[-480.73666 -480.73666 -480.73666 ... -480.73666 -480.73666 -480.73666]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.77721155 0.9263539  0.86109    ... 0.8609888  0.903702   0.91859555]
 [0.7407207  0.94543463 1.         ... 1.         0.94873154 0.819595  ]
 [0.752457   0.88778913 0.92165655 ... 0.921768   1.         1.        ]
 ...
 [0.42047897 0.39802274 0.34190226 ... 0.34159437 0.35463053 0.37551862]
 [0.46142414 0.44846812 0.4507848  ... 0.4507559  0.43390226 0.5198722 ]
 [0.5957584  0.65558887 0.6633366  ... 0.6634481  0.68575376 0.7215869 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03816519 18.84961687
  13.90207526]
 [ 7.4624451  13.08561006 12.95696569 ... 14.48000549  9.1010351
   7.27752932]
 [10.6782955  16.38535285 15.85876973 ... 16.21791312 14.79085665
  14.53671262]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01921454 16.20768153
  11.25883347]
 [13.74436734 15.6826351  14.813587   ... 14.47345135 13.64315248
  12.60621757]
 [16.94791286 20.77833792 35.88895718 ... 35.88887111 21.38769901
  17.2511297 ]]",143.5546875,0
297,"[-68.02001     72.78509     -0.8919644   15.020358     6.9332
  14.685363    -0.49692234   9.883852    -6.2219896   11.02679
  -0.11400574   2.1130323   -1.080478     0.67043      1.9233875
   1.3184551   -4.877589     5.432056    -2.998567    -0.4623129 ]","[0.42582786 0.3690618  0.43675345 0.37340978 0.47768763 0.47932902
 0.42818692 0.56809855 0.50919145 0.628061   0.45402724 0.43454328]","[23.65490882 14.40356409 18.5914967  18.41936939 21.35944096 22.83061834
 49.2600509 ]","[[-4.6605228e+02 -4.6605228e+02 -4.6605228e+02 ... -2.3057425e+02
  -3.4143573e+02 -4.6605228e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  6.2690079e+01
   4.3929695e+01  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.4402962e+01
  -5.0251865e+01  0.0000000e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  4.4995260e+00
   5.6819286e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.7152071e-02
  -8.9258343e-01  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.8240380e+00
  -5.1183944e+00  0.0000000e+00]]","[[0.78911614 0.92805576 0.8557714  ... 1.         0.65123314 0.7340819 ]
 [0.754893   0.9596623  1.         ... 0.95345443 0.5338973  0.7711001 ]
 [0.7647753  0.89944005 0.9295849  ... 0.63955796 0.75829244 0.65593535]
 ...
 [0.43016016 0.40666977 0.34190288 ... 0.7866091  0.73565143 0.8489301 ]
 [0.46794376 0.4495471  0.44453254 ... 0.89179975 1.         0.7894507 ]
 [0.5973655  0.65242875 0.65584725 ... 0.8211751  0.79374087 1.        ]]","[[15.85928961 25.02011272 27.54972855 ... 12.15258813  6.23674422
  11.41310233]
 [ 7.4624451  13.08561006 12.95696569 ... 10.80031423  9.24720501
  13.57932395]
 [10.6782955  16.38535285 15.85876973 ... 14.12985632 10.6323306
   9.4290824 ]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.98426856 11.12147964
  15.0068097 ]
 [13.74436734 15.6826351  14.813587   ... 18.47164431 19.24406226
  15.83647935]
 [16.94791286 20.77833792 35.70714105 ... 46.3833235  31.8076513
  18.14996099]]",123.046875,0
298,"[-83.9907      50.85544      1.6367263    6.724843   -12.275258
  -8.284128    -6.581658     1.973543    -1.2137182    7.953855
  -0.93556064   6.670739    -2.909141     6.7586937   -1.1405001
   0.30572474  -2.2993362   -0.52851593   0.62382483   6.8639154 ]","[0.52494204 0.42445543 0.28105357 0.28030896 0.32921827 0.5218578
 0.44634447 0.37708828 0.4356841  0.37748766 0.33174515 0.34748667]","[22.31459823 17.79223002 20.39791611 22.08086582 20.69339411 21.16151109
 46.9380693 ]","[[-464.75168 -464.75168 -464.75168 ... -464.75168 -464.75168 -464.75168]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.79268557 0.8758103  0.81718624 ... 0.90863603 0.84653574 0.8081254 ]
 [0.79188323 1.         1.         ... 0.9266282  1.         0.9599462 ]
 [0.7899069  0.93134755 0.99849    ... 1.         0.93960506 1.        ]
 ...
 [0.45923433 0.4530084  0.3486526  ... 0.40300995 0.46151292 0.48382404]
 [0.45743763 0.42705053 0.4098099  ... 0.42688712 0.42534715 0.55371374]
 [0.5702523  0.5968134  0.60713303 ... 0.65963566 0.615955   0.6950003 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.4715801  24.19355996
  18.42641178]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89260456  9.13216897
   4.95791856]
 [10.6782955  16.38535285 15.85876973 ... 13.05539601 12.12203428
  12.78165533]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67969255 11.17119136
  14.57981736]
 [13.74436734 15.6826351  14.813587   ... 11.9554242  14.44756082
  15.07047574]
 [16.94791286 20.77833792 37.83178905 ... 37.43508109 22.47947025
  17.40304391]]",135.99917763157896,0
