,mfcc_mean,chroma_mean,spectral_contrast_mean,mfcc,chroma,spectral_contrast,tempo,label
278,"[-1.6582045e+01  8.9224709e+01 -6.1479149e+00  2.1087286e+01
  2.9854388e+00  8.0861187e+00 -1.8606050e-03  6.0719981e+00
 -2.6422710e+00  4.4342480e+00 -6.1508292e-01  3.9278550e+00
 -1.2420853e-01  1.6705883e+00 -2.4438524e+00  7.3299724e-01
 -3.6694093e+00  3.0923615e+00 -5.6674123e-01  5.2193451e+00]","[0.5689135  0.35598353 0.36069337 0.41266447 0.39866644 0.50357383
 0.3992253  0.47910705 0.2775707  0.30445206 0.32406646 0.34859526]","[18.66733351 15.27736184 17.77654485 18.07120078 19.81509267 20.86750996
 47.62114279]","[[-473.7876 -473.7876 -473.7876 ... -473.7876 -473.7876 -473.7876]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.79212284 0.92841554 0.85435796 ... 0.90680873 0.91594756 0.86906356]
 [0.75858325 0.9633019  1.         ... 0.913928   1.         1.        ]
 [0.76805073 0.90245456 0.93157923 ... 0.9872608  0.92725223 0.98467255]
 ...
 [0.43260515 0.40890983 0.3419293  ... 0.37579572 0.41580272 0.47204426]
 [0.46958816 0.4498341  0.44297028 ... 0.46117812 0.4642639  0.6065929 ]
 [0.5979317  0.65167665 0.65394396 ... 0.72969145 0.6893964  0.7179896 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.47158539 24.19356373
  18.4264123 ]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89261303  9.13216776
   4.95791867]
 [10.6782955  16.38535285 15.85876973 ... 13.05539549 12.12204713
  12.7816369 ]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67968082 11.17119105
  14.57983496]
 [13.74436734 15.6826351  14.813587   ... 11.95542829 14.44755037
  15.0704706 ]
 [16.94791286 20.77833792 33.09623299 ... 32.69952503 22.47943019
  17.4030362 ]]",117.45383522727273,1
279,"[-44.799805   100.51369    -11.493037    18.881823    -6.6008277
   0.23729344  -1.6096652    1.1161685   -6.090517     4.1387477
  -4.8931837    3.884446    -4.0276465   -0.76823765  -3.1096487
  -0.7397726   -5.2764215    0.44684985  -5.3806014    2.0750802 ]","[0.31507555 0.4142107  0.24176258 0.3700658  0.5343414  0.3637547
 0.5647521  0.30232936 0.3210639  0.3191618  0.33681372 0.489096  ]","[20.61172115 15.53530041 18.5646957  17.55622607 17.69980905 20.93207072
 47.43815505]","[[-469.8998 -469.8998 -469.8998 ... -469.8998 -469.8998 -469.8998]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.79212284 0.92841554 0.85435796 ... 0.9068086  0.91594726 0.86906344]
 [0.75858325 0.9633019  1.         ... 0.9139279  1.         1.        ]
 [0.76805073 0.90245456 0.93157923 ... 0.98726076 0.9272521  0.98467255]
 ...
 [0.43260515 0.40890983 0.3419293  ... 0.37579566 0.41580272 0.47204426]
 [0.46958816 0.4498341  0.44297028 ... 0.46117812 0.46426386 0.6065928 ]
 [0.5979317  0.65167665 0.65394396 ... 0.7296914  0.6893963  0.7179896 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.47158593 24.1935588
  18.42641202]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89260851  9.13216206
   4.95791956]
 [10.6782955  16.38535285 15.85876973 ... 13.05538635 12.12204783
  12.78164257]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.6796709  11.17118904
  14.57982053]
 [13.74436734 15.6826351  14.813587   ... 11.95542692 14.44755203
  15.07045845]
 [16.94791286 20.77833792 35.93697701 ... 35.54026905 22.47948661
  17.4030413 ]]",143.5546875,1
280,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",117.45383522727273,1
281,"[-58.392754    89.716156    -0.8606987   19.39579      4.6492076
   9.762614    -1.805524     8.568356    -3.815881    10.274286
  -4.316702     4.836557     2.1529045    2.9180846   -0.5592499
   6.005718     2.4490936    4.235712     0.55268455   4.919672  ]","[0.48683515 0.41246015 0.46676862 0.4265516  0.38806215 0.38923365
 0.4053715  0.5363405  0.4478     0.4627131  0.52508324 0.4848878 ]","[22.88661114 14.96588722 17.40591051 17.7839486  19.79979074 21.52652567
 47.89843315]","[[-472.68552 -472.68552 -472.68552 ... -472.68552 -472.68552 -472.68552]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.79512775 0.928736   0.8529164  ... 0.85284    0.8940241  0.92109543]
 [0.76231664 0.96695346 1.         ... 1.         0.94584334 0.8153415 ]
 [0.7713856  0.9054934  0.93358517 ... 0.9337053  1.         1.        ]
 ...
 [0.435054   0.4111756  0.34196794 ... 0.3416491  0.35163087 0.37310556]
 [0.47122255 0.45011774 0.44141367 ... 0.4413629  0.42146963 0.5102248 ]
 [0.59855324 0.6509295  0.65203273 ... 0.6521634  0.66897064 0.7067142 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03816564 18.84961687
  13.90207526]
 [ 7.4624451  13.08561006 12.95696569 ... 14.47999003  9.10102877
   7.27753173]
 [10.6782955  16.38535285 15.85876973 ... 16.21791495 14.79084369
  14.53672189]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01923203 16.20767874
  11.25884561]
 [13.74436734 15.6826351  14.813587   ... 14.4734545  13.64314905
  12.60622102]
 [16.94791286 20.77833792 34.0163996  ... 34.01631296 21.38773112
  17.25114745]]",161.4990234375,1
282,"[-1.2567693e+02  1.0177732e+02 -9.2870893e+00  2.3830406e+01
 -4.9542971e+00  1.6003563e+01  7.7311561e-02  1.0465756e+01
  1.0192238e+00  2.7448084e+00 -4.5196676e+00  1.0036482e+00
 -1.5140381e+00  2.1348941e+00 -2.3532276e+00  9.0057188e-01
 -4.2811003e+00 -4.7275233e-01 -4.6759133e+00 -3.1192270e-01]","[0.35164803 0.27066132 0.21771252 0.27242357 0.25432634 0.31857544
 0.54181993 0.4306002  0.3742905  0.33628452 0.37508103 0.5789091 ]","[21.0411004  15.97907364 17.52443964 19.27503242 19.31363004 19.22844169
 48.57191624]","[[-528.11115 -528.11115 -528.11115 ... -528.11115 -528.11115 -528.11115]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.763135   0.9241456  0.8668738  ... 0.8994951  0.9420297  0.87628317]
 [0.72491294 0.92914724 1.         ... 0.9130675  1.         1.        ]
 [0.7395124  0.8747504  0.91164684 ... 0.97481066 0.92403656 0.95208037]
 ...
 [0.4088767  0.38812637 0.34209937 ... 0.368244   0.4061015  0.46346113]
 [0.4539799  0.44767493 0.4584363  ... 0.47477537 0.47862324 0.61118746]
 [0.5956015  0.6602702  0.6722754  ... 0.7517692  0.7156011  0.71572286]]","[[15.85928961 25.02011272 27.54972855 ... 28.471581   24.19355793
  18.42641206]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89260915  9.13216358
   4.95791846]
 [10.6782955  16.38535285 15.85876973 ... 13.05540149 12.12204609
  12.7816475 ]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.6796833  11.17118622
  14.57983052]
 [13.74436734 15.6826351  14.813587   ... 11.95542283 14.44756082
  15.070472  ]
 [16.94791286 20.77833792 35.81206282 ... 35.41535518 22.47946739
  17.40302782]]",123.046875,1
283,"[-18.005827    87.81938     -2.7095423   25.736626     2.5726674
  13.439556    -3.639363     4.718575     1.7149312    6.4840665
  -0.82799906   2.6267242   -3.0214927    2.3717446   -2.6497946
   5.3025093    0.9859555    9.222757     5.2841644    6.452833  ]","[0.36540782 0.38361764 0.5786638  0.44384915 0.4277131  0.48960665
 0.47424206 0.5267289  0.45820642 0.522258   0.38029334 0.34633228]","[22.73980948 15.81144774 18.79088163 19.17457225 21.59656251 20.97413333
 48.18865578]","[[-460.65472 -460.65472 -460.65472 ... -460.65472 -460.65472 -460.65472]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.79512775 0.928736   0.8529164  ... 0.87405074 0.9292012  0.9252373 ]
 [0.76231664 0.96695346 1.         ... 0.8711375  0.8704077  1.        ]
 [0.7713856  0.9054934  0.93358517 ... 0.920178   0.8876672  0.86243945]
 ...
 [0.435054   0.4111756  0.34196794 ... 0.6563226  0.48956114 0.43150842]
 [0.47122255 0.45011774 0.44141367 ... 0.5938325  0.362468   0.45233354]
 [0.59855324 0.6509295  0.65203273 ... 0.7789935  0.58149546 0.53575975]]","[[15.85928961 25.02011272 27.54972855 ... 25.13899764 19.18551645
  15.5119629 ]
 [ 7.4624451  13.08561006 12.95696569 ...  8.87759768  8.79519713
   7.87132951]
 [10.6782955  16.38535285 15.85876973 ... 10.76963484 13.1452568
   8.84493165]
 ...
 [14.54964755 11.94932484 14.24598854 ... 12.21031371 13.26302431
  10.15402073]
 [13.74436734 15.6826351  14.813587   ... 13.24235131 14.73926359
  13.14859269]
 [16.94791286 20.77833792 34.6592858  ... 35.05654998 22.72236335
  19.51564537]]",123.046875,1
284,"[-2.9985727e+01  8.0363434e+01 -7.0498953e+00  2.8683628e+01
  5.8751922e+00  6.1453204e+00  1.3899703e+00  6.7708883e+00
 -6.4296484e+00  8.3456354e+00 -1.8662347e+00  4.2765851e+00
  1.0855330e+00 -3.8683516e-01  5.0668094e-02  2.2104948e+00
 -2.7859309e+00  2.8454173e+00 -6.2670341e+00 -1.0777515e+00]","[0.4452889  0.32168218 0.41884336 0.3464126  0.47462833 0.38596454
 0.3436399  0.47779414 0.36019504 0.4265124  0.32356405 0.35515454]","[20.41393893 15.26242748 19.22577159 19.81779193 21.90663546 24.28324319
 48.13707464]","[[-495.35034 -495.35034 -495.35034 ... -495.35034 -495.35034 -495.35034]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.83827966 0.9071091  0.82895315 ... 0.82892174 0.86803186 0.93457407]
 [0.82229006 1.         1.         ... 1.         0.9493683  0.82887626]
 [0.8256122  0.93243897 0.96976453 ... 0.9698801  1.         1.        ]
 ...
 [0.4733071  0.4402949  0.34474257 ... 0.3444447  0.3487342  0.37604252]
 [0.4909767  0.4419444  0.4192652  ... 0.4191275  0.39807028 0.4932682 ]
 [0.6113536  0.6240371  0.62255853 ... 0.6226651  0.62795573 0.6816433 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03816853 18.84961789
  13.90207617]
 [ 7.4624451  13.08561006 12.95696569 ... 14.48001617  9.10102636
   7.27753746]
 [10.6782955  16.38535285 15.85876973 ... 16.21792845 14.79086833
  14.5367305 ]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01920637 16.20768828
  11.25884836]
 [13.74436734 15.6826351  14.813587   ... 14.47345527 13.64314969
  12.6062175 ]
 [16.94791286 20.77833792 36.43245799 ... 36.43237134 21.38766636
  17.25111417]]",86.1328125,1
285,"[-3.7398182e+01  7.0134315e+01 -2.6042372e+01  2.0685307e+01
  3.3888371e+00  8.1611652e+00 -1.4809927e-01  8.6706676e+00
  2.3515515e-02  7.6398592e+00  2.4367290e+00  3.2467842e+00
  1.2376606e+00  5.7905154e+00  1.9858398e+00  4.4557691e+00
  2.2063241e+00  6.6129165e+00  9.0517104e-01  5.2538843e+00]","[0.29670903 0.29257527 0.47946513 0.37527367 0.3670426  0.41424096
 0.45000696 0.684741   0.5001735  0.5335993  0.49026173 0.3810395 ]","[22.73598917 14.44389831 18.00620921 19.37502461 21.39630481 24.48490193
 48.3003075 ]","[[-456.7012 -456.7012 -456.7012 ... -456.7012 -456.7012 -456.7012]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.8288153  0.9201875  0.83470625 ... 0.91454315 0.8803491  0.8423427 ]
 [0.80780196 1.         1.         ... 0.92141217 1.         0.98432887]
 [0.81267405 0.93307537 0.9597285  ... 1.         0.93148977 1.        ]
 ...
 [0.46398127 0.43587744 0.34362605 ... 0.388326   0.4338965  0.4782534 ]
 [0.48763496 0.44787353 0.4241074  ... 0.4458895  0.44525215 0.5862682 ]
 [0.60821664 0.6355507  0.62949103 ... 0.69915825 0.6536083  0.7098873 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.47158081 24.19356025
  18.4264129 ]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89260289  9.13217164
   4.95792076]
 [10.6782955  16.38535285 15.85876973 ... 13.05539186 12.12202975
  12.78165132]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67969039 11.17118699
  14.57984225]
 [13.74436734 15.6826351  14.813587   ... 11.95542419 14.44755888
  15.07047948]
 [16.94791286 20.77833792 35.05441481 ... 34.65770685 22.47949519
  17.40304974]]",129.19921875,1
286,"[-26.626968    90.19055     -3.2212992   11.247067     1.3175441
  12.644807    -6.604688     6.3756256   -1.5615718   -1.3927759
   5.6668453    8.2895       0.10017923   6.143201    -2.8151846
   4.070066    -2.3954053    3.9776852   -3.0469234    0.28036404]","[0.4162655  0.38095585 0.48288158 0.3912669  0.50015205 0.34162626
 0.31864744 0.37179396 0.35176963 0.47769958 0.33973184 0.37201655]","[20.01539173 14.11301499 18.03664364 18.42880498 22.1720366  22.2566037
 48.44679672]","[[-485.76685 -485.76685 -485.76685 ... -485.76685 -485.76685 -485.76685]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.7861147  0.92766434 0.85715365 ... 0.90513873 0.92139083 0.87077737]
 [0.75125325 0.95604587 1.         ... 0.9131434  1.         1.        ]
 [0.7615684  0.8964579  0.92759866 ... 0.98463625 0.92669666 0.97880846]
 ...
 [0.42772147 0.40445858 0.34188735 ... 0.3740535  0.41362515 0.47017798]
 [0.46629766 0.4492618  0.4460975  ... 0.46360105 0.4671567  0.6077391 ]
 [0.5968597  0.6531915  0.6577406  ... 0.7339984  0.69479686 0.71751326]]","[[15.85928961 25.02011272 27.54972855 ... 28.47157818 24.1935617
  18.42641286]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89260615  9.13215044
   4.95792029]
 [10.6782955  16.38535285 15.85876973 ... 13.0553818  12.12203983
  12.78163755]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67968649 11.17119262
  14.57982481]
 [13.74436734 15.6826351  14.813587   ... 11.95542283 14.44755576
  15.07047527]
 [16.94791286 20.77833792 35.80545493 ... 35.40874697 22.47948047
  17.40304239]]",143.5546875,1
287,"[-8.1290466e+01  9.7358917e+01 -1.8368061e+01  2.4078018e+01
  2.4805918e+00  9.8469410e+00  2.2723181e+00  1.6954443e+00
 -6.2893547e-02  7.5661097e+00 -2.9672260e+00  3.3232448e+00
 -2.4380243e+00  1.9038368e+00 -3.5396392e+00  3.8664198e-01
 -5.9531665e+00  1.7759566e+00 -3.7455761e+00  6.1304063e-01]","[0.41630644 0.5116266  0.4182595  0.3622186  0.4036747  0.3274155
 0.48775443 0.3525616  0.4405321  0.45259747 0.41101405 0.48862982]","[19.81400713 13.55347606 17.1427509  17.61662473 18.83856    20.12426359
 48.17573885]","[[-520.46924 -520.46924 -520.46924 ... -520.46924 -520.46924 -520.46924]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.79212284 0.92841554 0.85435796 ... 0.9068087  0.9159473  0.86906344]
 [0.75858325 0.9633019  1.         ... 0.913928   1.         1.        ]
 [0.76805073 0.90245456 0.93157923 ... 0.9872608  0.9272521  0.98467267]
 ...
 [0.43260515 0.40890983 0.3419293  ... 0.3757957  0.4158027  0.47204417]
 [0.46958816 0.4498341  0.44297028 ... 0.46117818 0.46426386 0.60659283]
 [0.5979317  0.65167665 0.65394396 ... 0.7296915  0.6893962  0.7179896 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.4715729  24.19356257
  18.42641145]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89260476  9.13217107
   4.95792029]
 [10.6782955  16.38535285 15.85876973 ... 13.05539598 12.12203913
  12.78163763]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67969316 11.17119105
  14.57984288]
 [13.74436734 15.6826351  14.813587   ... 11.95542215 14.44755459
  15.070472  ]
 [16.94791286 20.77833792 37.1503582  ... 36.75364993 22.47942937
  17.4030249 ]]",123.046875,1
288,"[-90.69606    96.604675   -3.788112   22.591333   -1.2646621  10.388105
  -2.3959231   7.990413   -2.231168   10.319637    2.3133016   5.7968054
  -0.6909328   1.1083126  -2.336577    0.6896266  -4.5226154  -1.7242036
  -5.3400145  -1.5419447]","[0.30387676 0.41695178 0.5877045  0.38910705 0.45246693 0.4176509
 0.3397835  0.43632972 0.39596802 0.49390134 0.36140633 0.30037776]","[21.70294227 16.31709967 18.52919303 18.97218316 19.49904201 19.57102726
 47.96479698]","[[-482.778 -482.778 -482.778 ... -482.778 -482.778 -482.778]
 [   0.       0.       0.    ...    0.       0.       0.   ]
 [   0.       0.       0.    ...    0.       0.       0.   ]
 ...
 [   0.       0.       0.    ...    0.       0.       0.   ]
 [   0.       0.       0.    ...    0.       0.       0.   ]
 [   0.       0.       0.    ...    0.       0.       0.   ]]","[[0.79212284 0.92841554 0.85435796 ... 0.8542776  0.89561975 0.9205751 ]
 [0.75858325 0.9633019  1.         ... 1.         0.9461219  0.81571865]
 [0.76805073 0.90245456 0.93157923 ... 0.93169826 1.         1.        ]
 ...
 [0.43260515 0.40890983 0.3419293  ... 0.34161174 0.3520638  0.37338746]
 [0.46958816 0.4498341  0.44297028 ... 0.44292384 0.42341605 0.5116986 ]
 [0.5979317  0.65167665 0.65394396 ... 0.654072   0.67170733 0.7089838 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03815748 18.84961687
  13.90207577]
 [ 7.4624451  13.08561006 12.95696569 ... 14.47996891  9.10103218
   7.27753354]
 [10.6782955  16.38535285 15.85876973 ... 16.21794463 14.79084399
  14.53672226]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01920132 16.20773619
  11.25886255]
 [13.74436734 15.6826351  14.813587   ... 14.4734527  13.6431492
  12.60621552]
 [16.94791286 20.77833792 37.46954648 ... 37.46946041 21.38767268
  17.25112439]]",112.34714673913044,1
289,"[-117.22366      93.923256      0.20626156   29.452774      7.6387305
   14.34451       4.1055584     8.084097     -4.296497      4.560987
   -1.6537962     4.985541      3.85775       3.913389      0.30815163
    3.2637355    -3.1098382     3.7525249    -0.4025138     2.0236764 ]","[0.3378568  0.44720995 0.3915612  0.52768165 0.45190427 0.47007588
 0.56447434 0.41437802 0.41043505 0.30610812 0.36424056 0.3985123 ]","[20.41359643 14.57692175 17.97725242 18.33180858 20.34287741 22.09197307
 47.74668258]","[[-542.17334 -542.17334 -542.17334 ... -542.17334 -542.17334 -542.17334]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.7801553  0.92680633 0.8598149  ... 0.9035268  0.92674166 0.8723554 ]
 [0.74415934 0.948922   1.         ... 0.9126275  1.         1.        ]
 [0.7553999  0.89062417 0.9236374  ... 0.98202497 0.92611456 0.97261506]
 ...
 [0.4228774  0.40013233 0.3418878  ... 0.3724126  0.41157728 0.46838036]
 [0.4630299  0.44871694 0.44922623 ... 0.46614242 0.4700358  0.6087583 ]
 [0.5960513  0.6547661  0.66148734 ... 0.7383237  0.70012665 0.7170405 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.47157536 24.19355678
  18.42641066]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89261357  9.13217997
   4.95791574]
 [10.6782955  16.38535285 15.85876973 ... 13.05538756 12.12204054
  12.78164531]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67968962 11.17119199
  14.57982862]
 [13.74436734 15.6826351  14.813587   ... 11.95542555 14.44754494
  15.07046545]
 [16.94791286 20.77833792 39.37588755 ... 38.97917991 22.47947802
  17.40304536]]",112.34714673913044,1
290,"[-116.31429     97.141655    -9.999139    29.830158     2.9313238
   14.450406     0.64696      7.8955126    1.4859064   10.300592
    1.1977056    5.585855     1.2012985    2.8205435    0.3317582
    2.4412308   -1.9262564    2.5597644   -1.5926678    2.1032765]","[0.51918983 0.622685   0.59713453 0.5317671  0.5285801  0.49307442
 0.51243436 0.5050538  0.5344821  0.5214847  0.46608564 0.4754003 ]","[21.71872737 13.36862214 16.24071479 16.74803169 18.55966845 20.38431866
 47.8972729 ]","[[-514.5273 -514.5273 -514.5273 ... -514.5273 -514.5273 -514.5273]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.79212284 0.92841554 0.85435796 ... 0.8542776  0.89561975 0.9205751 ]
 [0.75858325 0.9633019  1.         ... 1.         0.9461216  0.8157186 ]
 [0.76805073 0.90245456 0.93157923 ... 0.9316984  1.         1.        ]
 ...
 [0.43260515 0.40890983 0.3419293  ... 0.34161177 0.3520638  0.37338746]
 [0.46958816 0.4498341  0.44297028 ... 0.44292384 0.423416   0.51169854]
 [0.5979317  0.65167665 0.65394396 ... 0.65407205 0.67170733 0.7089838 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03817752 18.84961692
  13.90207565]
 [ 7.4624451  13.08561006 12.95696569 ... 14.47999269  9.10103122
   7.27752902]
 [10.6782955  16.38535285 15.85876973 ... 16.21791505 14.79085475
  14.53673229]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01922853 16.20768027
  11.25883959]
 [13.74436734 15.6826351  14.813587   ... 14.47345482 13.64315215
  12.60621757]
 [16.94791286 20.77833792 38.05385295 ... 38.0537663  21.38771097
  17.2511433 ]]",129.19921875,1
291,"[-45.183533   103.01239     -5.063562    23.965904     3.9714293
   4.3880525    1.9305965    5.993851    -1.9067507    3.7303853
  -2.589923     2.4923449   -4.482284    -0.32925412  -5.8133507
  -0.33350194  -4.759262    -0.63965124  -5.6230817   -0.77510655]","[0.3898573  0.39416942 0.608594   0.42261752 0.43126115 0.41047838
 0.4258329  0.3835244  0.31871265 0.4681587  0.3330847  0.31392118]","[20.26439879 13.90730802 16.70155521 17.74068246 18.33024575 20.1827454
 47.73186129]","[[-504.49042 -504.49042 -504.49042 ... -504.49042 -504.49042 -504.49042]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.8183204  0.9294148  0.84077966 ... 1.         0.91511375 0.8541917 ]
 [0.792802   0.99557006 1.         ... 0.8644126  1.         0.9921917 ]
 [0.7990536  0.92977965 0.9504468  ... 0.7897143  0.9464575  1.        ]
 ...
 [0.45449448 0.42999712 0.34280086 ... 0.56344175 0.39151835 0.4696114 ]
 [0.48309144 0.45175168 0.42948446 ... 0.5502252  0.43391153 0.58936346]
 [0.60481477 0.64470184 0.6368001  ... 0.7789771  0.6923153  0.71452224]]","[[15.85928961 25.02011272 27.54972855 ... 20.84190568 21.20296335
  18.05284651]
 [ 7.4624451  13.08561006 12.95696569 ... 15.29114696 11.36623417
   5.63845886]
 [10.6782955  16.38535285 15.85876973 ... 13.81958776  9.51199362
  13.88309343]
 ...
 [14.54964755 11.94932484 14.24598854 ... 11.63813471 13.99459653
  13.67271304]
 [13.74436734 15.6826351  14.813587   ... 12.33563453 14.80212373
  14.15530756]
 [16.94791286 20.77833792 36.4690902  ... 34.94835005 21.89165345
  17.64093558]]",129.19921875,1
